epoch,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,train/epoch,train/loss,train/instance_loss,train/model_iou,train/time_per_iter,val/epoch,val/loss,val/instance_loss,val/model_iou,val/metric_val
86,1734319323,checkpoint_000086,True,False,87,aec84_00000,2024-12-16_03-22-14,232.75108337402344,19001.451365947723,1104,132450dabdc2,172.17.0.4,19001.451365947723,87,86,0.11689435020089149,0.25495929896831515,0.78203125,1.1578920555114747,86,0.11943315178155899,37.90018618106842,0.77653564453125,0.2296500625585516
87,1734319551,checkpoint_000087,True,False,88,aec84_00000,2024-12-16_03-25-55,221.03011512756348,19222.481481075287,1104,132450dabdc2,172.17.0.4,19222.481481075287,88,87,0.12042239647358656,0.25609006464481354,0.7814453125,1.1114034175872802,87,0.13142774816602468,35.61158365011215,0.75911376953125,0.23278552190711096
88,1734319776,checkpoint_000088,True,False,89,aec84_00000,2024-12-16_03-29-38,223.2922236919403,19445.773704767227,1104,132450dabdc2,172.17.0.4,19445.773704767227,89,88,0.12212692515924573,0.24357998013496399,0.767734375,1.175633854866028,88,0.12306276932358742,37.06749242544174,0.78218994140625,0.2304362911110123
89,1734319991,checkpoint_000089,True,False,90,aec84_00000,2024-12-16_03-33-13,214.5745508670807,19660.348255634308,1104,132450dabdc2,172.17.0.4,19660.348255634308,90,89,0.12265521274879575,0.24005816578865052,0.7724560546875,1.121484134197235,89,0.11328884195536375,39.070564687252045,0.778125,0.23021437076230844
90,1734320206,checkpoint_000090,True,False,91,aec84_00000,2024-12-16_03-36-51,218.05397582054138,19878.40223145485,1104,132450dabdc2,172.17.0.4,19878.40223145485,91,90,0.11967560641467571,0.2278328502178192,0.7850830078125,1.142419035434723,90,0.11313328698277474,38.12985211610794,0.762666015625,0.2265137375270327
91,1734320423,checkpoint_000091,True,False,92,aec84_00000,2024-12-16_03-40-25,213.84651112556458,20092.248742580414,1104,132450dabdc2,172.17.0.4,20092.248742580414,92,91,0.10653656799346209,0.2523699522018433,0.7906787109375,1.1220743656158447,91,0.12555785913020373,37.50078296661377,0.76011474609375,0.23369310701886806
92,1734320635,checkpoint_000092,True,False,93,aec84_00000,2024-12-16_03-43-57,212.025705575943,20304.274448156357,1104,132450dabdc2,172.17.0.4,20304.274448156357,93,92,0.11901993218809366,0.25905322909355166,0.7734716796875,1.116778733730316,92,0.12181588545441628,39.052021861076355,0.75203125,0.2360527720799048
93,1734320848,checkpoint_000093,True,False,94,aec84_00000,2024-12-16_03-47-32,215.5299289226532,20519.80437707901,1104,132450dabdc2,172.17.0.4,20519.80437707901,94,93,0.10809105945751071,0.2609633719921112,0.790224609375,1.117545304298401,93,0.11904122494161129,39.545224487781525,0.748916015625,0.23754382827629633
94,1734321067,checkpoint_000094,True,False,95,aec84_00000,2024-12-16_03-51-11,218.93665552139282,20738.741032600403,1104,132450dabdc2,172.17.0.4,20738.741032600403,95,94,0.10545384565368295,0.24832285284996033,0.7970068359375,1.1169826197624206,94,0.12689122814685105,40.26286268234253,0.7667578125,0.24415903378278017
95,1734321285,checkpoint_000095,True,False,96,aec84_00000,2024-12-16_03-54-47,215.65532779693604,20954.39636039734,1104,132450dabdc2,172.17.0.4,20954.39636039734,96,95,0.10872512884438038,0.2526888161897659,0.792216796875,1.1211838984489442,95,0.13586297649890183,35.90254229307175,0.7517578125,0.23891855679452412
96,1734321507,checkpoint_000096,True,False,97,aec84_00000,2024-12-16_03-58-29,222.4147801399231,21176.811140537262,1104,132450dabdc2,172.17.0.4,21176.811140537262,97,96,0.10242371790111066,0.25412854611873625,0.7953955078125,1.1344981861114503,96,0.1384160326421261,40.49919384717941,0.74899658203125,0.25333123630533616
97,1734321731,checkpoint_000097,True,False,98,aec84_00000,2024-12-16_04-02-14,224.43303990364075,21401.244180440903,1104,132450dabdc2,172.17.0.4,21401.244180440903,98,97,0.10496890734881163,0.2464783602952957,0.7941650390625,1.1549760007858276,97,0.12449732881039381,38.006133019924164,0.7695947265625,0.23500057835131882
98,1734321947,checkpoint_000098,True,False,99,aec84_00000,2024-12-16_04-05-49,215.30196809768677,21616.54614853859,1104,132450dabdc2,172.17.0.4,21616.54614853859,99,98,0.10968777779489755,0.2402367478609085,0.7919580078125,1.123689227104187,98,0.12670960247516633,36.22402608394623,0.769560546875,0.2310697914535801
99,1734322165,checkpoint_000099,True,False,100,aec84_00000,2024-12-16_04-09-28,218.96362948417664,21835.509778022766,1104,132450dabdc2,172.17.0.4,21835.509778022766,100,99,0.10962037194520236,0.25188978731632233,0.79224609375,1.1337215161323548,99,0.13711896050721406,36.70926982164383,0.7286474609375,0.2411374751230081
